Contract ID, Instructions, Jumps, Unprocessed Jumps, UJ/I, UJ/J,698.2957566,28.87653374,4.67446319,0.006866071,0.142822481
0x96d9247c07a820e3a3b8269e8abc14f7d4306998,1078,35,6,0.005566,0.171429,,,,,
0x7d07c6aaf2db39d1480783c975e849254ce02e0d,785,30,5,0.006369,0.166667,,,,,
0xe582bba7211203f56320b1f37439d76070122344,912,37,6,0.006579,0.162162,,,,,
0x2375d25aa38396c8a1bcf18325b3ac01eab8f777,801,44,9,0.011236,0.204545,,,,,
0x2851fa2acac4e52b136d4ab68ebf85928a4053f3,785,30,5,0.006369,0.166667,,,,,
0xf1f9239b03960542dbd49f8a634f2141463b866a,785,30,5,0.006369,0.166667,,,,,
0xb248dee8785be9a16e3dd70a410872d5a646a473,785,30,5,0.006369,0.166667,,,,,
0x8a0e46257958d73e58cd4e406fc4e0bc93c4a93f,3599,204,38,0.010558,0.186275,,,,,
0x4cf46c672aa1c843eb2594e4a5624389df2771fb,803,38,8,0.009963,0.210526,,,,,
0x5e98c116cd5e2f2de8a5bab4c5e078deb696d2bf,19,1,0,0,0,,,,,
0x1f5cdb06e3599bacb670a3f73cbfb7532ea7d265,19,1,0,0,0,,,,,
0x286ebe6eb57ae9700bb82789099e80fd8c7411d8,2548,126,24,0.009419,0.190476,,,,,
0xbaf384f8a2f9478855ea7fa2f8cc68ced727470e,19,1,0,0,0,,,,,
0x30506872b9c4bfe37dc2cd0552134f304f392003,19,1,0,0,0,,,,,
0x9d1bb4c2236f3852b65d94487d5d47a31fa09f00,785,30,5,0.006369,0.166667,,,,,
0xafad28710572a64f0aebcde53ee88fe3ace24e4e,2202,64,11,0.004995,0.171875,,,,,
0x798604d7ee57612fa606bda7047bf8c0b225c6ee,785,30,5,0.006369,0.166667,,,,,
0xb4be90444647e40b7a4b2195be0c69a798caaf68,862,49,10,0.011601,0.204082,,,,,
0x79dbce10babd94c7323f2f78738717dfe47782cf,19,1,0,0,0,,,,,
0xc4c5f8a9318e9ecef7ba16e5a6aee519bac1723e,183,12,3,0.016393,0.25,,,,,
0xa033515e4798c116a88b25a893d029f4648f6aee,785,30,5,0.006369,0.166667,,,,,
0xf46fb1dafcde10f77ad08d7ee02c2f8f8a40e83d,19,1,0,0,0,,,,,
0xc93fcb906677c05a37a2a3a9cda12de72f75c899,19,1,0,0,0,,,,,
0xe342928d0e662880bc9a59324a612b77244763cb,2130,55,4,0.001878,0.072727,,,,,
0xef857fd2afebc1913c0a1a1db224cc94021faee0,1874,84,27,0.014408,0.321429,,,,,
0x9cb1ffc690a44a5eee531c5bddbe2db2ac3cee00,688,31,9,0.013081,0.290323,,,,,
0xa4f6dfc4db79ac7beebc369ccffead50d1ed8941,19,1,0,0,0,,,,,
0x865cceab4f8eb7439786c6806c256b2adcfc3c82,785,30,5,0.006369,0.166667,,,,,
0x4a47a9b81ac6fb244635503e957e262ecba5c94f,329,17,4,0.012158,0.235294,,,,,
0x3a5557fb5301aec6d549965b371b4ec39fc54aed,785,30,5,0.006369,0.166667,,,,,
0xeebafcdc08cc06c0322eb01b811527fdfb08c5ba,831,29,6,0.00722,0.206897,,,,,
0x8972f10079fc4bf23ba3441bb0d51059fb5b3d21,785,30,5,0.006369,0.166667,,,,,
0xf45985e2c26da49ba926b746ec617a622c625677,19,1,0,0,0,,,,,
0x1b44f79c368d5332c9dfef5258bcf4d0bfb18dfc,1305,41,6,0.004598,0.146341,,,,,
0xba0bc8b90a740af0c29938679c2d242da57fd870,1302,41,6,0.004608,0.146341,,,,,
0x35539d5125e95c1303693ec03843c27bbbbac6af,1302,41,6,0.004608,0.146341,,,,,
0xadf22cbebe8d23127c036764cb9a8e64d8a37f5b,19,1,0,0,0,,,,,
0x9c80bf29b747f949c7629182515a8fa381be1b30,19,1,0,0,0,,,,,
0xa88fd24114cb3fc8fa9ce452a2fb74688b9dc096,3727,208,39,0.010464,0.1875,,,,,
0x457b6c236a080ee8c8f96e1afc0fbbe4e87c201f,70,4,1,0.014286,0.25,,,,,
0xbc93528f85d2ad982083c4cc5e377ef77c36ee18,19,1,0,0,0,,,,,
0xaae02561ab6c51bf69b888093bb0cdfaa9756f4b,37,3,1,0.027027,0.333333,,,,,
0x1b49f7d5deee2981e6aad349c0c31155d39c9a81,19,1,0,0,0,,,,,
0x23b0268e0ca3915332974e966e832f95f38c51c1,785,30,5,0.006369,0.166667,,,,,
0xb5020723d56742b8a86e6edb788b40db3853eac4,19,1,0,0,0,,,,,
0xa565c88a8c95456be11a12429b944a67ae040972,2118,102,29,0.013692,0.284314,,,,,
0xe0212b960ece77d1ff9922f15aa4689115506c20,19,1,0,0,0,,,,,
0x6737d20a2452fee7c86b547be3bea096b60f3321,881,38,5,0.005675,0.131579,,,,,
0xf9e3bd95d5eb121a9b19867a8a9a50a4ab63568b,2548,126,24,0.009419,0.190476,,,,,
0xb7b78c07f7bba49e1d9db1a90e387780ceb2a1dc,2012,75,12,0.005964,0.16,,,,,
0x5b61eb332fbf0abf32de8be82a0a4fca6c1c27e8,2548,126,24,0.009419,0.190476,,,,,
0x3771aad24054cea07e49fb13675473bcc9224bcd,4906,193,15,0.003057,0.07772,,,,,
0x30fd5bf3f25dc2fb14de59dc885925560bb79f93,785,30,5,0.006369,0.166667,,,,,
0x27af9309f68a2499b21b5d9428b6ee6f42e9a539,19,1,0,0,0,,,,,
0x1a571bd9b8f41380f9fe0eddbfb63b63cc4add9c,19,1,0,0,0,,,,,
0x4d25c3e42fba778be89bc5f2064e913fb9d9e705,130,6,2,0.015385,0.333333,,,,,
0x5f83df1d52e2ef00b5f641e68f96fd7fc142b467,457,19,3,0.006565,0.157895,,,,,
0x27781c9394d68307360c9174b899a45f2e367208,19,1,0,0,0,,,,,
0x5dbaaba8a464d9843482d56241101fa25109b43c,785,30,5,0.006369,0.166667,,,,,
0x6646e19031dcf5e1de2acfda907b67a90e5cb404,2093,99,28,0.013378,0.282828,,,,,
0x02bf6b982c2afdb7c1209e3d2f283162ae3842f6,313,14,2,0.00639,0.142857,,,,,
0x2d38c7c4c49fe4b8aa9df80e51fa7face1cb19f3,251,10,2,0.007968,0.2,,,,,
0xd61199eddf61b19a7dec91321d47c1f14de75fa0,19,1,0,0,0,,,,,
0xc525bf6616789b9626f373ecb5d29c8305eef51f,785,30,5,0.006369,0.166667,,,,,
0xcde4e8d3bf8631ed5ee3495db8150ecd9921a090,19,1,0,0,0,,,,,
0x072f26074b7312fbc93ca1516329bda793715179,19,1,0,0,0,,,,,
0x3ae241c316ecebf1e1be69ee47966500ff0ef10f,510,21,4,0.007843,0.190476,,,,,
0x11921a23d1fac914343ca0153e6bd98b3d8f07d5,820,35,4,0.004878,0.114286,,,,,
0x288b6d2f79a6b1abe9e9a570294c5b26b86c7095,1345,44,6,0.004461,0.136364,,,,,
0xd08a01db4bda70be54e84dec7a2906af1666547b,19,1,0,0,0,,,,,
0x0a275e39c0be5e92ea3464cf1b1b2729679ddb13,19,1,0,0,0,,,,,
0x3d6615e87e1f0bc232e64349cb34982afe130ed5,845,21,4,0.004734,0.190476,,,,,
0xf16a5f9fdc24216964c7354b418507144a2e2869,19,1,0,0,0,,,,,
0xbce3b51ca08857ff0801b928d890ef78ae64bac0,551,38,2,0.00363,0.052632,,,,,
0x17f03552d9aef4cfa082f44eefec88c318e8fb59,785,30,5,0.006369,0.166667,,,,,
0xa9f6d72f1d1a198aadab6264f02c4d5251ac51df,2118,102,29,0.013692,0.284314,,,,,
0x98c1076eff72dbb0c01c90bde022c20cf96ee862,19,1,0,0,0,,,,,
0xfb8e2ba5d336ce9559d80512bc3d3806948aa266,331,17,4,0.012085,0.235294,,,,,
0xdf2bcad1646aacbfdadd38599282ce68c6e16aa6,19,1,0,0,0,,,,,
0x43c1d5c7311cb27cdc60a16cc9d72fc55fee3763,751,35,10,0.013316,0.285714,,,,,
0x16977469ddee3b4c32f408c08f725bdb6f4d7366,19,1,0,0,0,,,,,
0xead60490a52d566ae3a9b74d9f8a479226d413eb,19,1,0,0,0,,,,,
0xa2f34fb86c5dbed3a69752a0c17f780ed03ffb5a,19,1,0,0,0,,,,,
0x5ccbe5d971b8d6355b720fdda87e80b975775feb,19,1,0,0,0,,,,,
0x93292a5026dc7afae9a82169fea2aaa73878251b,19,1,0,0,0,,,,,
0x58b68fee86859192be1226e96a0fada8551200ff,785,30,5,0.006369,0.166667,,,,,
0xad03745f4907c7f914ae90bb8fc3fd7fef9ce909,19,1,0,0,0,,,,,
0xcd5b65e7d359d31de3dbdd7f25d4f5f83bbe1805,19,1,0,0,0,,,,,
0x4551bad16ddefa62e582997b115d265f24683623,932,32,6,0.006438,0.1875,,,,,
0x4feb5a3d48790ce11944526b4240feed97e6904e,19,1,0,0,0,,,,,
0x5f833927c5f1da5d309e3ff2dac6827eb51df32e,785,30,5,0.006369,0.166667,,,,,
0x33772b4371c6b4655dee80eb14ccc101a4ed0fad,1546,68,10,0.006468,0.147059,,,,,
0x0631594afed0b3bbe2ff610ec40ccacd3f598758,19,1,0,0,0,,,,,
0xcfc45891f589a333556c8764b9cec2cdacc73751,1546,68,10,0.006468,0.147059,,,,,
0xc8415d8ff1884fda1c4a9f9c9cf16ca013861a13,1305,41,6,0.004598,0.146341,,,,,
0x7f87f0c1f6b845c65cddafe0af51d3e6387ad2f9,183,12,3,0.016393,0.25,,,,,
0xcb752f3b03d9e81dd67eb98b08025c6d6571ef76,785,30,5,0.006369,0.166667,,,,,
0x25bd49ceb9231d153b0b16e583bda7fd5ce1a172,2495,124,33,0.013226,0.266129,,,,,
0x6102e8c9b8b299fc4e7df1a368b3c64da2633995,1078,35,6,0.005566,0.171429,,,,,
0xb710e715f788bf5e7bcc0aa0e186ec8029deb9f7,331,17,4,0.012085,0.235294,,,,,
0xed4795530cda8c03b1e83e9971dfe8460db7bba6,801,44,9,0.011236,0.204545,,,,,
0xf5b5ca493393ccf9095ed902dd81cd73597e21b9,19,1,0,0,0,,,,,
0xed4dd37357e7ffa172cb2a2d15a598a6b0815f8b,19,1,0,0,0,,,,,
0xe059ebb4cceba816f57992348980e40cf5e1cfb5,510,21,4,0.007843,0.190476,,,,,
0x928051d2f74954f73ddf3abdf9257ac58e0753ea,621,29,8,0.012882,0.275862,,,,,
0x20f786df4b669a35a713635424c6353c4fe231cf,19,1,0,0,0,,,,,
0x2e3efff0bf540b512bb34b2e72fe8064ddc183b4,736,35,5,0.006793,0.142857,,,,,
0x66392b105d0bd23c98ef1008bae2695b4eaa2d23,785,30,5,0.006369,0.166667,,,,,
0xcc273766f3ef568d5846a1a1cc790cf8250239c2,483,24,4,0.008282,0.166667,,,,,
0x672883173da3290f3e089dfb41bb3d53d8b9dc06,1302,41,6,0.004608,0.146341,,,,,
0x108be71302a11a96117d4f8658493236569b1ab3,19,1,0,0,0,,,,,
0xa9f1107baff519181e6521d6f434465c17a86bef,19,1,0,0,0,,,,,
0x53ad8c2297c13ec907b384a726d61d610eadab2b,785,30,5,0.006369,0.166667,,,,,
0xf0e2031e24e1620a2878dfe293448f9a806bcf97,801,44,9,0.011236,0.204545,,,,,
0x231372b1d50e85f163f0d08f6bc6c5569c810596,785,30,5,0.006369,0.166667,,,,,
0x6db4ada962b53496fe5f103ecdd5f9679fc6c25a,19,1,0,0,0,,,,,
0x60816d043cea56d2e75eb7b3f3ce702e0bdf5a71,785,30,5,0.006369,0.166667,,,,,
0x8e96c245b0ebf8acd08fe4712fae7a9d06e91168,19,1,0,0,0,,,,,
0x4f5cbb1ebaafe71bc7aa31ec15db7bac6661f59e,2375,71,10,0.004211,0.140845,,,,,
0xccf3acf973eaf2a718ac5f27035f5f5c9f5752e8,1214,62,11,0.009061,0.177419,,,,,
0xc142de71f2cd822e93603b882b7cfc6740b8bf7c,2477,199,16,0.006459,0.080402,,,,,
0x3a794a7fcd3679c3e00cb5a700453831f5510a27,331,17,4,0.012085,0.235294,,,,,
0xe7b70f569cede5f050be73eb57154f4670b05528,19,1,0,0,0,,,,,
0x04cad7e7a3abaa1adcda72e0ff2610f386aab68b,19,1,0,0,0,,,,,
0xa34b4b00b5b9f33fdb3bb2f66e4c88ebf00a4ffc,19,1,0,0,0,,,,,
0xc04a9522e70e5f21af69cb67cf71fdd130d1974a,19,1,0,0,0,,,,,
0xd9d8bba2b8a9614e4ac237575cae7c9840c4c369,551,38,2,0.00363,0.052632,,,,,
0xe478c8c43a90c5967f65cabff95dbe4c31982aad,785,30,5,0.006369,0.166667,,,,,
0xefd98ff04917ec82822eb5c9576305253bad1a7e,510,21,4,0.007843,0.190476,,,,,
0x3c2cdc989ef517718262e2c33e0335cf779d118a,2116,101,28,0.013233,0.277228,,,,,
0xd5a16cd104042ff0a8c27c05f9d94a4c9d2dff01,19,1,0,0,0,,,,,
0x6f95f2fa09a5cbd5643123904ddf9c5ea02c3d54,19,1,0,0,0,,,,,
0x392737ad75b0866fe715334b4ca0c5c52ec0f289,2381,71,10,0.0042,0.140845,,,,,
0x63bcba12fa7465ddfd5af11df829029d97816d3e,19,1,0,0,0,,,,,
0x1793dc55a049870a7dc49cce6fd409424337df61,831,29,6,0.00722,0.206897,,,,,
0x243c290867772c9f832cbef9b8de2b9688763c7c,2130,55,4,0.001878,0.072727,,,,,
0x857bcdd0cc857875590c526245bf827d6dcc8947,19,1,0,0,0,,,,,
0x0e9f719466202b3401d36df9827a82107ec5c894,785,30,5,0.006369,0.166667,,,,,
0x1202cc1c8810d9ff0886f033f4525417d0e80632,785,30,5,0.006369,0.166667,,,,,
0x9104759e5d8bc72c06500d9059813c3d6488e5dc,2975,154,35,0.011765,0.227273,,,,,
0x5219564bccbb6e7e7a3173c7e14caed05e5dfec4,6201,276,42,0.006773,0.152174,,,,,
0xba3f68263d6bdc4ba9a511ef1ee07a58e5761cbf,19,1,0,0,0,,,,,
0x64964a117ee67c366293ce4b9bc6c3f0efc0f4db,19,1,0,0,0,,,,,
0x73e01ddd38f5ad70b944627624bb6eb86ca1b80d,1345,44,6,0.004461,0.136364,,,,,
0x550492db103151add69a79c6550b311b617c2f2f,3275,170,37,0.011298,0.217647,,,,,
0x9eac1178cc468798ca3320cd73e0a2fee6f8c78e,19,1,0,0,0,,,,,
0xc527aa5e79d0d565b77a8972bb24888339053af3,1345,44,6,0.004461,0.136364,,,,,
0x1230a11543536486762d898d54142aaa502766d1,736,35,5,0.006793,0.142857,,,,,
0xc95526134fbb0ad3f895da43647326150b5a6c41,19,1,0,0,0,,,,,
0xb88ab96842703a97bb8a67aa21d426ce1052c794,19,1,0,0,0,,,,,
0x3700a8e6acdc6bc88cb655a0947d48ed722961d8,551,38,2,0.00363,0.052632,,,,,
0x08be361635d01443d6f26d1d2d19968a95eec321,510,21,4,0.007843,0.190476,,,,,
0x8315742f1147e78373a5d7d22fd214c454b8d694,2093,99,28,0.013378,0.282828,,,,,
0x335d44e65c592110289b9119006af96d0726cd65,2083,96,13,0.006241,0.135417,,,,,
0xd2b1b791c06bd6b2ccea1220869c29b111dbba19,1345,44,6,0.004461,0.136364,,,,,
0xe4b0bccfe4e9a97da305c59054046acc223d3d2d,845,21,4,0.004734,0.190476,,,,,
0xf8fda34d8376327d223e547d044c253ecf8d40c4,510,21,4,0.007843,0.190476,,,,,
0x6e1c63671267720d1d61596076a2c3b5a5bf32ae,19,1,0,0,0,,,,,
0x7cb44cb8521f6ebd07151ae45c99dee3cc3530a0,6201,276,42,0.006773,0.152174,,,,,
0xe758b0ceb59befed2261290c9bb54e71eff3dfd1,19,1,0,0,0,,,,,
0x59f234045e63c3ad4814a074b7a448c3c54c4d7f,19,1,0,0,0,,,,,
0xfda29c3a09ad57012a89d244cd550ab74ff7e8aa,4179,102,15,0.003589,0.147059,,,,,
0x7c270ffae62b3836d78550951b720d0ce956676e,331,17,4,0.012085,0.235294,,,,,
0x55f6161f5777dfc0dfaa553fb80bae945e1bf40a,19,1,0,0,0,,,,,
0xc727f88814a024882e482b220bdd2c43aa97118a,19,1,0,0,0,,,,,
0x813eba627b0c7d90d3bd1b6f9815546ab69bd84b,785,30,5,0.006369,0.166667,,,,,
0x35f0a6c669c00ec44e18b8a28a1014b96348333c,510,21,4,0.007843,0.190476,,,,,
0x55b9a11c2e8351b4ffc7b11561148bfac9977855,4414,271,36,0.008156,0.132841,,,,,
0x4f5be038e1abbf4aa92b99da84570edcdca6a9c9,19,1,0,0,0,,,,,
0x7b2de77b966b7b6fdc950fe65f23290218a6afaf,1078,35,6,0.005566,0.171429,,,,,
0xa7e864b8fcdec360b4d930ea6d897e9f2d7ffa4b,2130,55,4,0.001878,0.072727,,,,,
0xdaa0507d52aca1091e6394dbb15c81ef81b4ffa8,483,24,4,0.008282,0.166667,,,,,
0xf2b9f840430930601a083487fc04e4dd0767df42,785,30,5,0.006369,0.166667,,,,,
0x5e743fc1c9d8a1ceae540d1bec6cc8d4c02b6b0b,1302,41,6,0.004608,0.146341,,,,,
0xaa360291eb1fbd1b6f878e4eea59fd5d678a9da3,19,1,0,0,0,,,,,
0xb8f13333e1e6bf1af35cb265a9b67afbca7662f5,845,21,4,0.004734,0.190476,,,,,
0x90271d059ea8953d2a6fb7f5a5d8b8f0f3446904,19,1,0,0,0,,,,,
0x0a8f2fd4eb5f1d7344866f633e8cc292e8f32822,751,35,10,0.013316,0.285714,,,,,
0xde112784cb8c5cd2dbeb5728d7935c8a53b97c55,19,1,0,0,0,,,,,
0xe89f2aa5d6fc1af0329513c04a433934fb536787,19,1,0,0,0,,,,,
0x72bd249a2080cbb58cb602ebfc9389a21226f684,785,30,5,0.006369,0.166667,,,,,
0x24b8ca897a2318d0cd36abf4be7bb6064794c50f,19,1,0,0,0,,,,,
0x4b9bd2cbace8087185fbc16e080d69ff02192ae7,2548,126,24,0.009419,0.190476,,,,,
0x65f244f9b4a13a7e35962774033504915319bdb8,2548,126,24,0.009419,0.190476,,,,,
0x7e901580c077bcc8b59d3670eea5f53ed903ba8f,483,24,4,0.008282,0.166667,,,,,
0xa082de4736e831c026cce4c281a80ae6b196a462,19,1,0,0,0,,,,,
0xa91b2f6f43a0445a9a2478d664dbef5181344274,19,1,0,0,0,,,,,
0x5f1b925eb27e57fbef88f64ecf77a118ac423e64,785,30,5,0.006369,0.166667,,,,,
0xc98a69739ba6c2f198bf4f3dd284476e68ff1cce,19,1,0,0,0,,,,,
0x54a014d47adad1f819fda262cfb00b4cb44eb226,19,1,0,0,0,,,,,
0xb31142ca6b76d8c8a725d32bd2b6088754e5b30e,510,21,4,0.007843,0.190476,,,,,
0x295eff36be522fdc35ad9738d71fa140af82aaec,785,30,5,0.006369,0.166667,,,,,
0xd328df02f55adb2cb7e1a4cf46af1abed55e5238,19,1,0,0,0,,,,,
0x03ab646c87211252145cb38a4e93114aa9c54fab,881,38,5,0.005675,0.131579,,,,,
0x4922d06c9ebbd9c3c1f912e2cc7141f9df15dc20,6201,276,42,0.006773,0.152174,,,,,
0x27a29020716ae3da82f4d61b0af0ca31d07074a9,380,9,1,0.002632,0.111111,,,,,
0xa5fd45478838e147cb42fcfa01f424a3f03e02fe,19,1,0,0,0,,,,,
0x2bf15102544eea2ebcbc05744f390ceffbcae83a,19,1,0,0,0,,,,,
0x2ec7717a2586b24f536d6ca645513d65acc906c8,1194,71,16,0.0134,0.225352,,,,,
0x23840b4208a69f4fe2c0848984d72c278fbe908c,2375,71,10,0.004211,0.140845,,,,,
0x6f10f6b62094b999a4395be8d9a7d0157717e980,19,1,0,0,0,,,,,
0x2ea340d76b2adfbf7aa9e18debf58656bfbe606e,37,3,1,0.027027,0.333333,,,,,
0xca69b15849e628ddb07a6fc403bb2e871b6013c7,785,30,5,0.006369,0.166667,,,,,
0x9aa27e95e1a1f1af6af89084d17b66f3b1a16b83,1947,90,8,0.004109,0.088889,,,,,
0xe1f1030519431eaf3b2b248c07e8c12641449cf6,761,29,3,0.003942,0.103448,,,,,
0x389e24d6481cfb4853f578feaa0eba9448b49420,130,8,2,0.015385,0.25,,,,,
0x018d8a44c10f7be786f7bca870b39f14a54f6cce,785,30,5,0.006369,0.166667,,,,,
0x8327d0ad9c0b9d51a906c0ea2bf1aee7a7c4e855,2548,126,24,0.009419,0.190476,,,,,
0xf4d9205f2eea088db6a6fe88cdf571b24bdec819,19,1,0,0,0,,,,,
0x0cdf76dd4d242e9877a5cf9de85a14038a0f0839,2548,126,24,0.009419,0.190476,,,,,
0x97baceb9efd92d3eda088686c53ad60452574df1,19,1,0,0,0,,,,,
0x73461da0d76c1b466ac914ce4da5670be8110c75,19,1,0,0,0,,,,,
0x9d40fdaa1ea308bf338c77ae3a34a92e7742f446,19,1,0,0,0,,,,,
0x66760b237c24a21b9d8891b0fc3c1347ff2e85f4,19,1,0,0,0,,,,,
0x1676f3266954a283015433d175dbad14efd4d506,19,1,0,0,0,,,,,
0x7a89d064d76892274773aa435af05bd0eed982da,2548,126,24,0.009419,0.190476,,,,,
0xecc11631db435bd79a51540c48ace58162098de4,19,1,0,0,0,,,,,
0xf263729fef14dd54d11a9b5b30947ef4e344936e,785,30,5,0.006369,0.166667,,,,,
0x1be5eb637ec4aeb022a150db477cddf2669687cc,2548,126,24,0.009419,0.190476,,,,,
0x0bfdc1bfa3fe3d59e73b05528f7bee95f001b774,785,30,5,0.006369,0.166667,,,,,
0x9e705cf18dd379e4addb43734d059601889c9d49,19,1,0,0,0,,,,,
0x82cad1d0591b28cb74a1c0686ee3387c05173973,331,17,4,0.012085,0.235294,,,,,
0x6e5ced4281a7026114416c57fed18b89a793a608,1781,62,12,0.006738,0.193548,,,,,
0x4b051b6e972625500fe8134b9257f2552cf69c2f,1345,44,6,0.004461,0.136364,,,,,
0x6fb3397291e074dddc1298bd816b932bbe164bd9,551,38,2,0.00363,0.052632,,,,,
0xdcfed94f46f3c335cf09f49793c15927d77adeff,1546,68,10,0.006468,0.147059,,,,,
0x5598c5ea302f00bfca6bb3b106e9763495e0f8c1,1453,70,11,0.007571,0.157143,,,,,
0xe1552b7149f0589c3e2ed61e3da4192aed3b08b9,2045,95,28,0.013692,0.294737,,,,,
0x5e1154b197c23dd5b1bbe7a7ca437a256ba49225,785,30,5,0.006369,0.166667,,,,,
0xfe56efc74ea67b6ea1c07a2ac19b2efc65ddd540,203,11,3,0.014778,0.272727,,,,,
0x1b558aa857a3c0ee13dcef7fe1241bbd3c26bce9,75,6,2,0.026667,0.333333,,,,,
0x8f1b9e41de22aa6d9062d99ffd8def7610e0fb82,19,1,0,0,0,,,,,
0x02509c89a9995d60b232da2c5d5253ac8a4f4184,510,21,4,0.007843,0.190476,,,,,
0xa6b54b92ffa35505a6ea42d3b59b290f1998c897,2548,126,24,0.009419,0.190476,,,,,
0xdaec7588974691fad1394496af1bd37158196873,19,1,0,0,0,,,,,
0xb279834d5e5c153c2cd5b851560b0e5df521e9d4,785,30,5,0.006369,0.166667,,,,,
0x888e9932ad6c5f6f97d1b0bc3eee382de86441a4,1302,41,6,0.004608,0.146341,,,,,
0x079f1523a20bcaa041137ada64eadb3884276808,785,30,5,0.006369,0.166667,,,,,
0xa32fffd3e5bf16ca952190e584f92d8ccfafe336,785,30,5,0.006369,0.166667,,,,,
0xe6b5384cca281e1cc0baf2734b6121f47cf017cf,251,10,2,0.007968,0.2,,,,,
0xd45b6d2a4297f35a3744cb67ea4fc17273c87f57,1305,41,6,0.004598,0.146341,,,,,
0x4c8e1e87535211e8220e2812930ee06bb892b8d9,2130,55,4,0.001878,0.072727,,,,,
0x7f5adb81e6ec16460078f1e302d2e50941fb0eab,2548,126,24,0.009419,0.190476,,,,,
0xc7b65bf1f77c8c18fe13afb601495b1d2982a826,19,1,0,0,0,,,,,
0x6416ea38216f6553f3353ac184b00bf6b1b3eb66,510,21,4,0.007843,0.190476,,,,,
0xffa64059b120c7f1458e3a273df10c4ea220d035,19,1,0,0,0,,,,,
0x3da4b94349470a9ec0c77cd68a440c5921bfdc9d,19,1,0,0,0,,,,,
0x5389c89f8a136dc7896f18b93c00f716a3e7e3a0,347,21,3,0.008646,0.142857,,,,,
0xc57551265dc8087267e8680ba52977deea60d2d0,19,1,0,0,0,,,,,
0xf1b2da636bcadf912ef526fd29b325e05fe1ba66,483,24,4,0.008282,0.166667,,,,,
0x9e7291285b1daf10a569e2dc5661422de78f4e6f,19,1,0,0,0,,,,,
0x9a11efeb082900a1032164776c873e4c9d5ab5cf,19,1,0,0,0,,,,,
0x96727ef17cd226ea6766f20c7e67a2a329d4513b,785,30,5,0.006369,0.166667,,,,,
0xfd277d18c8feea223f011c7f22d7d3312dbed577,426,22,4,0.00939,0.181818,,,,,
0xf082796310a629988a06e026042b2693b8be3e02,2419,121,32,0.013229,0.264463,,,,,
0x5c0eeba9d2671d2bbadbffb4522b5ce01652b9c0,483,24,4,0.008282,0.166667,,,,,
0x6b80690868ae25b62fa4e931f0142223405e2cbc,19,1,0,0,0,,,,,
0xd6769bb378ab389b3dc049938dca858268a72849,19,1,0,0,0,,,,,
0x5ed768f9cf70b500228c9ac723ab966e0192ab9c,785,30,5,0.006369,0.166667,,,,,
0x3c06750c9e62730c480171cab82982ee01069815,331,17,4,0.012085,0.235294,,,,,
0x38fcba1d6de83deb131d0dcea4e65c0bc45a5bbf,785,30,5,0.006369,0.166667,,,,,
0x304e37f3e36fcf656c1d4b677daf4c2cc29f62b5,1038,44,10,0.009634,0.227273,,,,,
0x7f527d1126a71157fe4ff5c774dd7e25e0b62061,257,11,3,0.011673,0.272727,,,,,
0x3954b4ee90c1ec9761b64e63bdcb2bc1561ea0cc,2118,102,29,0.013692,0.284314,,,,,
0x7781011e703974813a621fe902f9a8d790c6fbb3,785,30,5,0.006369,0.166667,,,,,
0x93a2863108236d86b3b02f851e0620af16d59568,203,11,3,0.014778,0.272727,,,,,
0xd8054b670449e2e9b7288fab5feb3eb7aaaa7062,801,44,9,0.011236,0.204545,,,,,
0x9d50da5832ae5da039f1b96be4348e085654acf5,845,21,4,0.004734,0.190476,,,,,
0xf224b94f71f3377721c57c498bec124857e04201,785,30,5,0.006369,0.166667,,,,,
0xfab9417a7d531c129fb0a278dc64ae84e09b338f,2377,71,10,0.004207,0.140845,,,,,
0x90fc228113b93d37ccaedb28b0be74f52bcc2fbd,2130,55,4,0.001878,0.072727,,,,,
0x4d846d969197c63fb21fd1c06acf118ebe0b2da6,551,17,3,0.005445,0.176471,,,,,
0xd55bb5d47112a79e91ddb1b519f6ee0fba51c93f,2548,126,24,0.009419,0.190476,,,,,
0x64a6481bd87d5b3d1279add1ee25a29b222a37eb,845,21,4,0.004734,0.190476,,,,,
0x4bf7bec5bc42e1aedf0eee9bd75370dfe9cc5a47,2548,126,24,0.009419,0.190476,,,,,
0x322c06207103f68d78133d0ae837536dbabaa1ae,1345,44,6,0.004461,0.136364,,,,,
0xcd5b21a1b0b899f4c78c398245583d1ca601d630,19,1,0,0,0,,,,,
0x887620ee8ca0a378cc54e887f12517e7b6fa24cf,785,30,5,0.006369,0.166667,,,,,
0x13969ce8197ae89b90fc025ba639abeb1e105b2c,1874,84,27,0.014408,0.321429,,,,,
0x766b11a78aa8fe59e669e24c968c9afb231deac4,19,1,0,0,0,,,,,
0x7d685db36be4ba95bfbc6662e2f3902110e11ce8,785,30,5,0.006369,0.166667,,,,,
0x9c18e0d4a842263e34a651c4bb503f0cd17a6a4b,785,30,5,0.006369,0.166667,,,,,
0x96a229ddeed37efdcb3894ad55218d5c9f41dea3,793,39,11,0.013871,0.282051,,,,,
0x3fbfae7b474676ae53b903c54d67881d10613ae8,19,1,0,0,0,,,,,
0x33718e332dc9fe964238cbf3cc3bb1f0bdccb886,190,15,2,0.010526,0.133333,,,,,
0xd80803d1afa967698b93c6a580e0b31575291849,785,30,5,0.006369,0.166667,,,,,
